Small Unit Installation Postcode,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW
5211,22,139.780,30,270.355,29,178.345,35,252.625,26,177.205,35,248.375,16,97.510,48,354.385,28,182.380,33,231.580,37,328.155,38,391.590,20,129.055,23,187.435,26,243.885,43,273.720,40,285.895,32,199.545,44,293.520,19,126.790
5212,3,18.125,1,6.600,3,10.785,2,10.575,1,6.600,2,11.100,5,25.990,4,23.725,4,20.955,3,21.600,0,0.000,4,28.455,1,10.230,6,43.625,6,34.155,5,35.250,10,64.710,7,45.600,6,40.265,1,31.680
5213,0,0.000,2,23.010,2,22.075,3,14.480,2,10.175,5,59.900,2,13.200,4,24.600,2,17.405,2,13.215,6,46.020,4,34.650,3,22.440,7,43.780,1,9.450,8,48.080,4,21.585,2,13.200,3,19.700,3,23.760
5214,11,65.895,22,133.845,25,160.580,20,120.320,22,118.640,20,155.285,24,149.060,31,200.265,19,130.850,25,154.920,32,246.940,28,166.790,27,165.200,26,175.555,24,208.485,30,185.020,31,190.935,22,132.690,25,182.040,24,146.625
5220,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5221,0,0.000,1,13.200,3,26.400,0,0.000,1,6.600,0,0.000,2,9.500,1,6.600,3,15.060,1,7.810,0,0.000,2,13.060,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,0,0.000
5222,1,3.840,1,6.460,0,0.000,1,6.615,1,5.360,0,0.000,2,13.405,2,13.200,3,16.440,1,6.600,5,25.555,2,23.060,1,6.200,0,0.000,0,0.000,0,0.000,3,17.490,3,27.120,1,6.600,2,26.100
5223,3,25.080,4,25.880,0,0.000,3,20.400,6,43.820,0,0.000,1,11.880,7,71.140,10,62.305,3,20.520,2,11.010,2,13.200,2,9.990,3,18.150,2,23.760,1,7.560,6,47.370,3,18.495,9,76.410,6,54.105
5231,1,6.615,0,0.000,0,0.000,2,15.420,0,0.000,5,34.155,0,0.000,0,0.000,2,13.155,1,6.600,2,24.630,1,6.050,3,19.870,5,35.950,1,23.100,3,22.110,4,26.210,0,0.000,5,36.975,1,6.660
5232,0,0.000,0,0.000,0,0.000,0,0.000,1,28.800,1,6.840,1,5.940,0,0.000,0,0.000,0,0.000,1,32.120,0,0.000,2,24.240,0,0.000,0,0.000,1,6.600,1,5.355,0,0.000,1,13.200,0,0.000
5233,1,18.600,2,19.320,1,20.700,3,40.980,3,39.255,6,69.585,4,41.120,2,33.810,2,46.280,1,10.080,2,31.040,4,103.220,3,19.815,1,27.360,4,35.570,3,35.970,1,6.600,4,34.390,3,34.700,1,5.940
5234,1,13.020,1,10.540,2,20.810,1,6.200,1,10.400,2,32.400,1,13.200,1,38.400,2,14.825,2,10.815,5,49.175,1,6.600,1,6.600,5,42.700,2,13.860,1,6.600,4,24.150,0,0.000,3,69.975,0,0.000
5235,4,34.090,3,16.310,4,34.905,6,32.765,5,44.415,2,12.505,3,15.200,4,23.535,7,68.490,5,53.450,4,87.450,6,103.220,5,46.370,8,100.050,5,33.660,7,83.440,2,45.540,3,26.960,5,36.960,0,0.000
5236,0,0.000,1,7.440,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,0,0.000,1,5.100,0,0.000,0,0.000,0,0.000,0,0.000,1,7.475,0,0.000,0,0.000,0,0.000,1,0.660,0,0.000,1,6.600
5237,1,5.775,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,4.950,1,6.615,0,0.000,0,0.000,1,6.600,0,0.000,3,19.815,0,0.000,0,0.000,1,1.900,0,0.000,1,6.480
5238,7,51.495,5,33.615,8,43.530,8,48.000,6,37.170,15,100.997,7,47.385,3,23.750,11,98.045,16,108.530,6,36.730,24,214.430,12,86.190,8,68.970,21,247.970,15,107.510,10,162.200,10,75.255,8,46.640,4,20.840
5240,0,0.000,1,6.600,0,0.000,3,84.400,0,0.000,1,4.960,0,0.000,2,16.660,1,4.060,3,78.725,0,0.000,3,70.840,0,0.000,1,15.850,1,12.600,0,0.000,2,13.215,0,0.000,5,74.875,0,0.000
5241,1,4.030,6,39.545,10,64.540,2,15.420,5,74.400,1,6.555,3,163.935,4,93.870,4,186.180,1,5.100,7,47.870,3,20.280,7,69.770,5,30.510,6,50.375,4,26.640,5,37.150,6,61.720,9,84.430,1,9.240
5242,1,4.950,1,1.650,2,17.325,1,8.260,1,6.500,1,9.300,2,36.580,2,23.100,2,18.470,3,25.215,3,26.610,5,99.160,1,7.920,2,16.500,3,37.190,4,21.390,2,51.810,4,60.060,3,32.670,0,0.000
5243,1,6.600,1,6.615,2,10.465,0,0.000,1,6.615,0,0.000,1,6.490,3,118.800,2,13.170,1,13.230,3,26.370,1,7.800,2,26.400,1,6.600,2,14.475,1,11.880,3,38.940,6,54.150,2,26.415,2,13.200
5244,5,28.415,2,11.640,6,35.185,4,57.330,6,42.135,4,39.400,8,47.105,7,124.040,6,52.440,5,86.325,5,50.220,8,146.575,7,81.090,7,52.190,10,84.830,6,40.985,4,27.120,10,117.475,13,143.450,5,64.480
5245,5,62.395,4,35.190,8,58.885,7,87.795,5,39.165,6,112.995,8,85.500,3,36.195,8,96.330,3,19.865,6,44.105,2,31.680,6,40.170,9,62.195,6,37.620,4,28.200,5,43.945,6,51.870,6,62.535,3,32.070
5250,4,24.460,6,38.400,5,35.525,6,37.530,4,24.830,4,26.415,6,41.930,5,56.725,8,97.125,6,74.400,5,43.365,2,14.200,4,37.830,3,27.320,6,40.980,4,28.920,2,12.900,5,40.660,5,36.555,3,19.515
5251,18,122.218,26,189.165,24,179.730,25,209.630,26,163.360,28,268.755,33,294.465,33,229.090,41,321.040,37,269.955,41,292.760,44,414.870,43,307.915,49,363.255,57,519.230,33,240.540,40,309.535,39,299.365,56,454.455,24,187.475
5252,8,43.165,13,76.815,6,35.225,7,56.055,8,69.480,5,36.775,8,49.640,5,33.975,9,65.935,8,65.370,11,98.220,9,59.485,8,113.410,11,72.635,7,45.710,9,66.970,10,83.280,9,87.540,15,114.995,7,51.945
5253,20,113.575,24,192.810,26,185.745,18,112.255,26,188.215,21,179.735,33,206.020,47,375.675,34,298.700,23,194.435,23,218.925,27,265.380,26,188.005,23,153.535,24,199.200,23,160.085,29,213.370,25,233.280,25,216.560,18,142.495
5254,1,5.100,10,253.415,1,6.615,10,107.375,8,82.200,3,25.500,9,59.740,9,157.835,4,27.705,10,76.095,4,29.585,4,28.065,2,12.200,3,24.015,3,24.870,4,22.800,3,46.605,4,24.900,6,47.450,1,3.150
5255,15,94.140,20,137.580,18,128.615,12,76.774,11,158.460,22,216.205,30,285.555,26,257.010,14,100.685,20,176.780,19,169.000,18,376.655,18,113.315,30,231.510,22,149.220,20,159.500,18,117.135,22,234.810,28,207.300,8,50.525
5256,4,18.150,1,6.600,6,30.425,3,14.550,2,12.200,2,10.380,5,32.315,4,22.975,4,28.930,4,26.235,6,33.660,9,71.475,4,20.520,2,12.500,2,19.815,3,18.600,6,40.245,5,35.560,8,63.160,3,22.110
5259,2,16.845,3,19.815,3,29.830,1,6.570,1,37.800,1,3.630,1,6.600,4,43.575,5,35.080,5,43.305,5,54.255,1,7.800,1,6.600,2,14.180,2,21.450,5,33.015,0,0.000,2,30.360,1,4.875,2,14.475
5260,1,6.600,1,5.280,1,6.600,2,9.845,3,19.815,2,13.950,2,6.090,3,15.980,0,0.000,3,16.365,1,3.465,1,6.600,2,13.090,2,13.215,0,0.000,0,0.000,2,9.070,3,23.890,4,28.950,2,19.800
5261,0,0.000,1,6.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.590,0,0.000,0,0.000,2,13.200,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000
5262,0,0.000,0,0.000,1,29.700,0,0.000,0,0.000,1,10.030,3,18.630,4,64.820,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,3,19.185,0,0.000,0,0.000,0,0.000
5263,1,5.400,0,0.000,1,9.600,0,0.000,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,39.600,0,0.000,0,0.000,1,5.100,0,0.000,0,0.000,0,0.000
5264,0,0.000,1,6.600,5,31.350,1,10.175,1,9.000,2,108.360,0,0.000,2,12.100,2,14.400,5,30.330,1,6.600,1,3.020,0,0.000,2,17.560,4,48.840,2,26.400,1,6.600,4,57.780,0,0.000,2,16.680
5265,4,36.200,0,0.000,1,12.285,0,0.000,2,10.800,0,0.000,0,0.000,1,5.985,2,13.230,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000
5266,0,0.000,0,0.000,0,0.000,2,13.065,2,13.110,2,12.600,1,3.100,0,0.000,15,128.335,2,11.595,0,0.000,3,11.880,1,6.270,2,13.125,3,19.800,8,56.400,1,6.600,0,0.000,3,19.830,1,13.200
5267,1,5.500,0,0.000,7,59.755,2,11.250,1,3.025,4,36.585,2,17.955,2,11.515,5,67.305,2,13.170,4,24.630,1,5.940,2,12.540,2,13.860,6,38.100,3,18.980,8,85.620,4,27.735,4,24.840,1,19.800
5268,2,9.750,2,10.830,6,38.235,6,59.165,5,57.500,10,85.500,3,52.260,4,39.600,6,35.055,9,112.505,7,70.980,6,64.320,5,63.980,6,38.760,3,19.035,4,26.300,6,47.570,6,49.620,2,36.600,2,24.435
5269,0,0.000,0,0.000,0,0.000,1,5.670,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000
5270,0,0.000,2,18.030,1,6.600,0,0.000,1,4.125,0,0.000,1,9.000,1,9.600,1,6.600,9,125.610,4,27.360,1,19.800,1,6.600,0,0.000,1,6.600,0,0.000,1,17.640,0,0.000,1,6.615,1,6.600
5271,7,40.270,3,14.260,4,24.545,11,82.040,21,163.525,5,30.105,8,71.415,11,210.010,12,95.205,2,11.850,7,56.910,7,64.935,3,24.420,15,144.690,2,14.350,8,49.710,12,88.065,7,39.480,11,71.960,3,27.765
5272,2,78.000,0,0.000,1,15.120,0,0.000,1,5.100,0,0.000,4,86.550,2,12.460,0,0.000,1,8.280,0,0.000,1,9.100,1,6.600,1,6.030,1,5.580,2,13.530,2,13.200,2,12.585,3,17.160,2,13.200
5273,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5275,1,5.900,5,22.295,4,25.195,4,22.140,6,48.290,4,49.800,0,0.000,6,67.455,11,94.920,5,25.710,4,26.230,4,30.010,2,24.615,3,19.140,4,25.960,3,17.760,9,60.300,2,31.350,5,32.340,1,10.230
5276,1,3.900,1,6.600,4,43.200,6,23.460,3,18.350,4,23.615,4,65.200,4,72.300,2,19.200,2,10.650,2,18.810,4,27.735,1,5.940,4,63.915,5,29.160,3,15.600,2,8.340,6,38.610,5,42.240,3,21.120
5277,1,5.400,2,13.300,1,6.600,3,16.850,4,22.020,3,12.100,3,18.360,4,30.300,2,45.180,1,6.600,4,23.325,4,19.000,0,0.000,5,68.865,6,103.140,2,15.840,6,135.370,4,25.050,3,17.160,2,13.260
5278,0,0.000,0,0.000,0,0.000,2,7.040,0,0.000,0,0.000,0,0.000,1,10.890,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,19.800,0,0.000,2,11.880,1,10.800,0,0.000,0,0.000,0,0.000
5279,0,0.000,0,0.000,1,5.400,1,6.600,2,17.065,1,3.025,0,0.000,1,4.560,1,3.850,3,19.770,1,6.615,0,0.000,0,0.000,0,0.000,1,1.425,1,5.280,0,0.000,2,13.200,1,6.600,1,6.600
5280,1,5.940,11,70.740,5,60.600,5,34.300,12,82.990,7,42.900,12,83.995,7,49.115,9,61.525,15,141.015,2,12.880,9,80.595,3,33.630,12,70.570,11,67.920,12,80.700,12,71.375,8,78.585,9,59.530,5,33.015
5290,9,55.345,10,53.725,14,115.155,14,76.760,20,143.985,22,188.005,41,368.715,25,153.685,18,173.700,29,185.070,8,145.140,17,237.050,8,50.105,25,170.620,30,212.000,18,127.450,26,174.535,37,304.740,21,150.920,10,68.130
5291,5,34.540,12,229.050,12,278.580,9,53.785,9,62.595,16,91.245,24,237.605,18,136.765,20,155.860,15,189.415,13,93.960,6,60.455,6,146.115,9,110.135,10,83.235,12,72.240,19,229.500,10,117.850,17,247.985,7,144.595
5301,0,0.000,1,5.310,0,0.000,1,5.500,0,0.000,0,0.000,1,6.600,3,19.785,1,9.900,2,16.590,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,1,6.600,2,13.215,1,6.600,0,0.000
5302,0,0.000,0,0.000,0,0.000,2,22.800,0,0.000,1,6.570,0,0.000,2,13.200,0,0.000,2,13.215,2,21.000,3,31.680,0,0.000,5,33.000,2,11.495,1,6.600,3,21.120,2,17.400,0,0.000,0,0.000
5303,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,58.500,2,13.100,0,0.000,5,54.120,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5304,0,0.000,3,15.190,0,0.000,1,5.130,2,11.730,0,0.000,0,0.000,2,13.200,0,0.000,1,6.555,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5306,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5307,3,18.700,1,6.555,0,0.000,1,6.600,2,24.900,0,0.000,1,6.000,2,13.200,2,16.500,0,0.000,2,11.715,0,0.000,0,0.000,3,47.415,0,0.000,1,6.615,1,8.250,0,0.000,0,0.000,0,0.000
5308,0,0.000,0,0.000,1,5.500,2,11.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5309,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,11.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5310,0,0.000,0,0.000,1,10.880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5311,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.100,0,0.000,1,6.510,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.000,0,0.000,1,6.615,0,0.000
5312,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5320,1,6.555,4,20.250,1,6.600,6,18.420,4,51.150,4,70.310,4,47.295,3,47.100,0,0.000,4,25.800,3,18.315,1,6.600,8,53.955,3,14.850,2,11.720,3,24.440,4,26.450,3,26.575,6,61.680,1,6.600
5321,0,0.000,0,0.000,1,4.340,2,11.500,0,0.000,1,4.950,0,0.000,1,6.300,1,6.200,1,6.300,1,6.615,1,99.855,0,0.000,1,0.600,2,13.200,1,6.490,2,26.400,0,0.000,1,6.615,0,0.000
5322,0,0.000,1,4.095,1,6.555,1,11.550,0,0.000,4,48.700,1,4.950,1,9.450,1,6.600,1,2.400,2,11.325,2,12.900,1,4.950,1,6.600,4,16.445,3,18.320,0,0.000,2,35.310,2,15.660,0,0.000
5330,2,39.600,6,42.555,5,63.565,4,123.490,17,168.520,5,63.100,4,67.790,6,85.815,5,48.055,4,121.035,8,58.935,2,12.900,1,6.600,8,59.890,4,26.620,11,97.910,4,25.080,3,22.110,3,18.025,0,0.000
5331,0,0.000,0,0.000,1,62.400,0,0.000,2,13.920,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,2,13.325,2,9.135,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,11.880,1,6.615,1,5.940
5332,0,0.000,2,9.035,0,0.000,0,0.000,2,106.535,0,0.000,2,11.700,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.080,0,0.000,1,6.600,0,0.000,2,17.175,3,15.150,0,0.000
5333,1,4.575,7,34.825,4,22.730,6,54.230,7,57.245,22,281.105,6,33.205,10,189.520,7,46.300,11,100.355,12,90.545,11,101.650,4,55.755,12,67.260,11,103.070,10,175.490,10,130.990,8,76.110,5,38.585,2,13.005
5340,2,11.550,1,12.000,2,12.600,0,0.000,6,59.585,1,9.900,0,0.000,1,10.080,1,2.640,0,0.000,3,19.815,3,35.710,0,0.000,2,10.890,4,92.990,2,13.215,2,38.100,8,49.390,2,13.200,1,6.660
5341,13,104.760,8,34.350,10,63.400,9,109.590,12,89.610,26,241.530,15,144.255,16,202.740,11,73.045,11,104.700,17,175.185,12,116.515,4,25.455,21,149.280,15,111.615,13,101.390,22,293.095,19,191.885,24,217.080,3,25.470
5342,3,23.130,1,5.130,2,11.220,0,0.000,1,10.395,1,8.800,4,88.080,3,45.345,3,49.590,2,21.100,4,33.130,2,9.750,1,1.980,4,43.590,1,6.600,3,32.100,3,13.585,2,5.160,4,46.395,0,0.000
5343,2,12.180,7,44.930,5,65.135,4,43.620,5,110.550,12,68.585,6,21.995,3,56.010,11,69.775,8,60.015,10,111.445,9,88.655,3,26.430,6,65.655,9,62.365,4,23.760,10,51.915,7,33.015,5,35.400,3,33.000
5344,2,9.840,3,16.815,0,0.000,1,14.400,0,0.000,5,23.400,1,8.235,0,0.000,3,37.200,1,6.600,1,2.520,3,29.565,0,0.000,2,9.120,1,6.300,1,6.600,0,0.000,0,0.000,2,13.260,1,6.600
5345,3,22.465,6,45.060,4,28.995,6,46.885,8,49.170,12,66.475,5,44.290,3,28.800,4,45.810,3,18.615,7,66.305,11,132.460,3,11.680,5,30.035,2,16.515,7,54.465,6,28.270,2,13.215,7,48.690,4,14.550
5346,0,0.000,1,6.270,0,0.000,1,6.300,1,30.000,1,5.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,6.300,0,0.000,1,6.600,2,19.500,0,0.000
5350,0,0.000,3,19.260,1,6.615,0,0.000,3,36.275,1,13.230,1,6.300,3,28.650,0,0.000,1,6.615,0,0.000,2,13.200,1,5.940,1,5.320,0,0.000,0,0.000,1,13.200,2,26.170,0,0.000,1,10.560
5351,10,91.590,13,90.251,4,19.895,8,59.480,10,79.305,5,31.760,11,96.705,6,46.765,10,71.180,8,62.455,17,146.670,6,50.100,6,100.755,9,70.945,17,114.665,8,75.075,10,97.000,14,94.940,6,41.030,6,45.740
5352,9,82.005,8,163.550,9,53.605,8,64.870,9,72.870,12,78.530,9,72.590,9,69.530,10,72.885,10,76.250,13,104.855,9,73.610,9,98.585,16,125.730,15,112.645,14,110.590,9,94.640,10,185.970,6,39.090,2,17.490
5353,2,13.110,7,43.035,2,11.615,3,17.285,7,31.665,11,84.570,12,110.355,6,45.165,13,91.880,9,65.695,7,48.025,11,79.680,5,48.625,7,77.810,9,72.030,10,159.595,9,64.440,12,150.285,7,62.185,1,6.600
5354,1,2.565,1,5.130,2,16.410,2,13.200,0,0.000,1,5.400,2,11.325,0,0.000,1,8.400,1,9.900,2,11.800,4,27.000,1,6.615,1,6.380,3,16.170,5,41.750,0,0.000,2,198.560,1,6.600,1,6.615
5355,16,209.200,10,67.000,16,95.070,6,34.310,17,105.970,15,80.635,9,94.700,16,180.120,34,236.835,25,205.925,9,69.575,10,98.235,16,128.965,15,118.985,18,147.825,16,141.060,21,186.880,15,104.940,19,163.175,12,86.700
5356,0,0.000,2,13.200,1,6.555,0,0.000,0,0.000,1,6.300,1,0.540,4,33.630,0,0.000,2,19.200,0,0.000,0,0.000,1,8.250,1,6.615,0,0.000,2,9.980,2,13.860,1,29.700,3,17.220,2,10.890
5357,1,6.600,1,6.160,1,6.050,0,0.000,1,6.270,3,17.005,0,0.000,3,16.080,2,11.700,5,53.830,0,0.000,0,0.000,1,5.040,0,0.000,2,9.900,3,19.800,0,0.000,4,81.855,1,6.600,1,6.600
5360,1,4.200,1,5.985,0,0.000,1,13.200,0,0.000,4,33.180,3,26.335,1,6.600,2,16.200,3,29.120,0,0.000,4,30.225,1,6.615,0,0.000,3,15.570,1,6.600,1,6.300,0,0.000,1,6.660,0,0.000
5371,3,26.400,1,6.510,2,10.800,1,6.600,7,35.025,0,0.000,1,6.600,2,13.170,0,0.000,1,10.800,1,2.835,5,56.695,1,5.040,3,26.010,2,10.940,1,6.600,2,13.110,1,8.400,1,6.600,1,7.920
5372,2,11.640,3,19.705,4,23.810,3,16.315,3,16.005,6,60.515,4,24.600,6,43.830,7,55.210,9,59.545,2,12.700,5,42.180,11,73.785,4,30.800,9,60.985,10,65.750,8,50.630,7,60.830,12,91.395,2,14.520
5373,2,7.765,10,79.445,8,41.945,4,23.555,2,105.040,6,135.920,4,20.575,5,30.555,12,64.075,9,110.640,4,26.150,6,41.275,6,38.255,5,24.470,9,103.925,4,23.280,9,89.645,9,62.685,4,34.510,0,0.000
5374,1,6.600,2,55.065,2,13.055,2,12.650,1,6.615,0,0.000,1,6.600,4,71.970,4,23.235,4,22.915,4,34.170,1,11.880,2,13.200,11,174.900,11,160.320,8,96.370,11,66.195,2,12.100,3,24.420,1,6.570
5381,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.050,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,106.440,1,6.050,1,5.250,1,13.200,0,0.000,0,0.000,1,6.615
5400,2,13.530,1,6.700,3,17.715,3,23.760,2,34.800,1,5.670,1,6.270,0,0.000,3,24.420,1,5.500,3,20.965,0,0.000,4,24.815,3,18.765,4,42.675,5,35.200,2,18.360,4,55.030,0,0.000,1,6.600
5401,1,5.940,2,7.870,1,2.065,0,0.000,0,0.000,4,34.920,2,13.215,1,6.600,1,15.250,2,13.380,2,12.700,1,6.600,0,0.000,3,18.530,0,0.000,4,23.500,2,13.250,1,6.600,2,13.200,0,0.000
5410,1,4.130,0,0.000,1,6.615,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,17.400,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5411,0,0.000,1,6.600,0,0.000,1,5.100,0,0.000,0,0.000,0,0.000,1,6.610,0,0.000,0,0.000,0,0.000,0,0.000,1,4.845,0,0.000,0,0.000,0,0.000,0,0.000,2,13.215,0,0.000,0,0.000
5412,0,0.000,1,7.670,1,6.615,0,0.000,0,0.000,0,0.000,1,6.600,2,16.995,0,0.000,0,0.000,2,9.900,3,111.940,2,113.040,0,0.000,2,11.870,0,0.000,3,15.400,4,52.320,2,13.250,0,0.000
5413,0,0.000,0,0.000,1,6.600,1,7.920,0,0.000,1,12.600,0,0.000,1,6.600,1,6.380,2,12.900,0,0.000,2,13.125,1,6.600,2,16.680,2,13.215,2,13.200,2,12.540,1,6.615,5,40.920,1,6.600
5414,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000
5415,0,0.000,1,5.400,0,0.000,0,0.000,1,6.050,0,0.000,0,0.000,1,6.210,0,0.000,1,10.230,1,3.500,1,8.580,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,1,12.160,0,0.000
5416,0,0.000,0,0.000,0,0.000,2,11.150,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5417,1,6.600,1,5.130,6,50.735,5,29.780,1,30.250,1,4.095,2,13.200,2,106.600,3,21.945,7,49.965,3,34.890,2,13.200,2,11.325,3,35.810,0,0.000,3,17.060,5,46.905,4,31.440,1,6.600,0,0.000
5418,1,6.600,1,6.600,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.480,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000
5419,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,10.890,1,6.600,0,0.000,0,0.000,2,11.880,0,0.000,0,0.000,0,0.000,1,6.600,1,6.200,0,0.000,1,6.600,0,0.000
5420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.000,0,0.000,1,7.700,0,0.000,0,0.000,0,0.000
5421,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.050,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
5422,3,18.700,3,21.955,1,14.820,1,6.600,3,19.800,1,5.670,2,11.460,2,10.760,1,6.600,6,62.850,3,19.140,1,6.600,1,4.265,0,0.000,1,6.600,2,33.000,5,33.030,1,6.600,2,13.200,0,0.000
5431,2,11.100,0,0.000,0,0.000,1,6.600,1,6.600,9,75.000,0,0.000,0,0.000,3,19.500,3,15.240,2,16.500,0,0.000,0,0.000,1,6.600,2,36.840,5,37.500,2,12.980,4,22.880,2,12.900,0,0.000
